P_Layer,P_Hidden,FQ-EL-NEW,FQ-RP-NEW,FQ-Final-NEW,SQ-EL-NEW,SQ-RP-NEW,SQ-Final-NEW,WQ-EL-NEW,WQ-RP-NEW,WQ-Final-NEW,SQFQ-ED,SQFQ-EL,SQFQ-RP,SQFQ-Final,WQSQ-ED,WQSQ-EL,WQSQ-RP,WQSQ-Final,FQSQ-ED,FQSQ-EL,FQSQ-RP,FQSQ-Final,FQWQ-ED,FQWQ-EL,FQWQ-RP,FQWQ-Final,WQFQ-ED,WQFQ-EL,WQFQ-RP,WQFQ-Final,FQ917-Final,FQ917-ED,FQ917-EL,FQ917-RP,SQ917-Final,SQ917-ED,SQ917-EL,SQ917-RP,WQ917-Final,WQ917-ED,WQ917-EL,WQ917-RP,SQWQ-Final,SQWQ-ED,SQWQ-EL,SQWQ-RP,FQ-Final,FQ-ED,FQ-EL,FQ-RP,SQ-Final,SQ-ED,SQ-EL,SQ-RP,WQ-Final,WQ-ED,WQ-EL,WQ-RP,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,L01,L02,L03,L04,L05,L06,L07,L08,L09,L10,LEN,WC,DEP,TC,BS,TEN,SN,ON,OMO,CI,SQ-MINI-ED,SQ-MINI-EL,SQ-MINI-RP,SQ-MINI-Final,COLA-EVAL-MCC,MNLI-EVAL-MNLI-MM-ACC,MNLI-EVAL-MNLI-ACC,MRPC-EVAL-ACC,MRPC-EVAL-F1,QNLI-EVAL-ACC,QQP-EVAL-ACC,QQP-EVAL-F1,RTE-EVAL-ACC,SST-2-EVAL-ACC,STS-B-EVAL-PEARSON,STS-B-EVAL-SPEARMANR,WNLI-EVAL-ACC
8,256,0.651284491,0.837773549,0.451950523,0.916374539,0.965498155,0.781457565,0.764842841,0.849825378,0.557625146,37.192982,0.50190295,46.812559,21.02759277,52.379551,0.740405904,22.809041,17.0202952,59.457591,0.746817343,38.357934,23.93911439,79.582367,0.753201397,52.735739,30.2677532,30.066323,0.399143673,22.454805,8.658420552,17.71217712,65.561694,0.800738007,29.151292,47.23247232,84.558824,0.900369004,56.457565,14.7601476,67.395264,0.841328413,19.926199,42.49126892,76.825029,0.778812573,75.785797,37.15509039,56.251336,0.603235014,0.749762131,0.740443584,0.93500807,0.904873888,0.940102365,61.46682189,89.275362,0.798603027,0.885913853,0.5,0.38,0,0,0.7,0.64,0.5,0.52,0.36,0.46,0.88,0.62,0.4,0.38,0.48,0.06,0.08,0.2,0.32,0.32,0,0.2,0.46,0,0.02,0,0,0.18,0.12,0.14,0.14,0.28,0.1,0.06,0.04,0.1,0.08,0.06,0.12,0.22,0.5345,0.0874,0.2515,0.3459,0.6661,0.8472,0.7541,0.6843,0.5211,0.5215,69.336384,0.871944121,72.759022,47.84633295,0.287984113,0.786716843,0.778298523,0.789215686,0.859016393,0.856306059,0.889438536,0.854102748,0.628158845,0.872706422,0.859898843,0.860765239,0.450704225
8,512,0.672692674,0.870123692,0.501427212,0.914898524,0.969787823,0.784824723,0.766006985,0.866123399,0.611175786,39.658048,0.519029496,50.142721,24.11988582,54.891292,0.74695572,23.943727,18.36254613,62.10166,0.772509225,44.773985,29.49261993,81.239041,0.770663562,56.926659,32.36321304,32.89393,0.427687916,25.356803,9.752616556,22.87822878,67.790262,0.808118081,32.841328,49.44649446,85.87156,0.896678967,59.409594,14.02214022,69.835466,0.837638376,19.557196,46.68218859,76.860465,0.774155995,78.346915,40.62797336,59.252423,0.621313035,0.785442436,0.742656891,0.93899963,0.904781666,0.945681745,62.1653085,89.75553,0.804423749,0.896391153,0.36,0.32,0,0,0.62,0.56,0.34,0.44,0.28,0.3,0.68,0.7,0.26,0.36,0.26,0.12,0.06,0.24,0.28,0.32,0,0.2,0.3,0,0,0,0,0.06,0.1,0.16,0.12,0.24,0.1,0.12,0.1,0.04,0.08,0.1,0.08,0.22,0.572,0.1729,0.2561,0.422,0.631,0.851,0.7696,0.7492,0.5104,0.5312,71.404011,0.856810244,57.275902,32.47962747,0.430108133,0.795158666,0.787977585,0.823529412,0.87456446,0.863994142,0.886025229,0.850282669,0.588447653,0.876146789,0.875848123,0.872057261,0.563380282
8,768,0.686964795,0.861084681,0.504757374,0.917066421,0.969787823,0.785654982,0.764842841,0.871944121,0.614668219,41.484999,0.529495718,48.715509,23.50142721,58.81761,0.77702952,24.331181,18.63929889,64.570966,0.778690037,44.432657,29.78321033,82.161534,0.771827707,57.159488,32.94528522,33.301344,0.432921028,23.02569,9.657469077,23.24723247,66.787659,0.808118081,33.210332,50.55350554,89.010989,0.907749077,60.516605,14.7601476,73.027523,0.867158672,20.295203,44.58672875,76.146257,0.772991851,78.579744,40.81826832,60.251046,0.640342531,0.771170314,0.744409093,0.93969675,0.905381104,0.946142851,64.02793946,90.813953,0.806752037,0.903376019,0.22,0.18,0,0,0.32,0.42,0.3,0.3,0.22,0.16,0.58,0.4,0.08,0.34,0.24,0.14,0.1,0.2,0.34,0.1,0,0.04,0.24,0,0,0,0,0.02,0.06,0.06,0.02,0.16,0.1,0.06,0.06,0.02,0.1,0.02,0.08,0.16,0.5547,0.1011,0.2525,0.4065,0.7376,0.8526,0.7812,0.6912,0.526,0.5576,71.553229,0.87427241,47.729919,25.02910361,0.492545726,0.809906428,0.804584819,0.860294118,0.902564103,0.876807615,0.875166955,0.837387634,0.646209386,0.894495413,0.887401371,0.883032795,0.366197183
10,128,0.638439581,0.821598478,0.426736441,0.911669742,0.95751845,0.764437269,0.766006985,0.752037253,0.384167637,34.465514,0.488582303,41.627022,18.07802093,52.944094,0.713745387,20.821033,15.82564576,61.830321,0.753321033,32.795203,21.7297048,77.784189,0.761350407,50.174622,29.22002328,29.799783,0.378686965,19.933397,7.278782112,15.86715867,66.048237,0.811808118,23.616236,38.00738007,86.556169,0.900369004,46.125461,14.7601476,65.543071,0.815498155,18.081181,29.68568102,76.245655,0.770663562,54.714785,34.15794481,54.576857,0.588962892,0.688867745,0.723982109,0.93079298,0.903260018,0.925346982,59.83701979,89.687138,0.797438882,0.861466822,0.6,0.46,0,0,0.84,0.76,0.7,0.78,0.6,0.6,0.86,0.5,0.4,0.48,0.32,0.04,0.06,0.2,0.44,0.28,0,0.24,0.46,0,0,0,0,0.12,0.1,0.16,0.24,0.24,0.12,0.24,0.04,0.08,0.14,0.02,0.1,0.16,0.5156,0.0349,0.2354,0.2967,0.6053,0.8349,0.7273,0.6753,0.5068,0.5275,63.74502,0.826542491,53.084983,23.16647264,0.078122712,0.762510171,0.753642384,0.784313725,0.84057971,0.836719751,0.872594608,0.832034434,0.610108303,0.846330275,0.837073934,0.842908451,0.492957746
10,256,0.671265461,0.839200761,0.469077069,0.914483395,0.964068266,0.777998155,0.768335274,0.850989523,0.569266589,37.018736,0.49809705,43.76784,19.88582303,56.773836,0.749538745,24.174354,18.28413284,62.146375,0.757979705,38.860701,25.60885609,80.673244,0.753201397,54.714785,32.01396973,31.52439,0.414367269,20.789724,7.326355852,17.34317343,65.682657,0.819188192,27.675277,46.12546125,85.608856,0.900369004,55.350554,15.86715867,68.75,0.833948339,18.819188,40.39580908,74.956421,0.770663562,72.409779,36.82207422,55.387355,0.603710752,0.729781161,0.739567483,0.93868044,0.90584221,0.938765159,61.93247963,90.37123,0.803259604,0.887077998,0.5,0.36,0,0,0.64,0.64,0.5,0.46,0.34,0.38,0.76,0.6,0.56,0.36,0.44,0.14,0.1,0.18,0.36,0.36,0,0.28,0.22,0,0,0,0.04,0.26,0.22,0.28,0.16,0.22,0.1,0.12,0.18,0.08,0.16,0.06,0.16,0.22,0.5631,0.0775,0.2331,0.3491,0.6502,0.8531,0.7638,0.7071,0.5184,0.507,68.778281,0.860302678,56.69383,29.45285215,0.287541436,0.786106591,0.786958737,0.850490196,0.893913043,0.858502654,0.891343062,0.856028578,0.664259928,0.862385321,0.860733204,0.860344563,0.549295775
10,512,0.677450048,0.863463368,0.502854424,0.916005535,0.969234317,0.78302583,0.761350407,0.873108265,0.60419092,38.424242,0.507136061,48.572788,22.50237869,60.979209,0.788791513,25.571956,19.24354244,60.823189,0.755719557,43.874539,28.43173432,80.378251,0.749708964,56.577416,32.71245634,31.393815,0.409609895,27.069458,9.086584206,17.34317343,65.00956,0.793357934,32.103321,46.49446494,85.451197,0.889298893,57.933579,15.49815498,73.913043,0.852398524,18.819188,42.49126892,75.159236,0.769499418,78.696158,40.72312084,59.641577,0.623215985,0.776879163,0.74251856,0.94033292,0.906072762,0.943283995,62.74738068,87.057458,0.80209546,0.898719441,0.18,0.22,0,0,0.28,0.14,0.14,0.18,0.22,0.12,0.24,0.38,0.08,0.1,0.28,0.14,0.02,0.38,0.4,0.12,0,0.02,0.12,0,0,0,0,0.02,0.04,0.02,0.1,0.18,0,0.16,0.02,0.02,0.04,0.04,0.1,0.08,0.5926,0.1089,0.2417,0.4152,0.7059,0.865,0.7829,0.7358,0.5081,0.5543,75.534991,0.895227008,56.344587,31.43189756,0.43604934,0.792412531,0.78828324,0.857843137,0.902356902,0.854292513,0.631832797,0,0.664259928,0.865825688,0.880870049,0.875808689,0.563380282
10,768,0.702188392,0.874881066,0.547573739,0.917435424,0.971217712,0.785931734,0.764842841,0.876600698,0.625145518,42.384964,0.533777355,51.807802,24.73834443,61.955236,0.80650369,26.858856,20.47509225,65.647899,0.788330258,46.337638,31.43450185,82.798834,0.768335274,58.556461,34.57508731,31.62104,0.438629876,27.973359,10.6565176,23.61623616,71.691176,0.830258303,35.055351,51.66051661,88.560886,0.915129151,61.254613,15.86715867,74.31694,0.874538745,19.926199,42.95692666,77.758521,0.778812573,78.346915,41.7697431,61.428571,0.636060894,0.778306375,0.744362982,0.94053132,0.905565546,0.946235072,64.02793946,89.651163,0.805587893,0.920838184,0.18,0.14,0,0,0.12,0.1,0.06,0.14,0.04,0.06,0.08,0.2,0.04,0.18,0.28,0.08,0.04,0.24,0.26,0.08,0,0,0.08,0,0,0,0,0.02,0,0.04,0.06,0.16,0,0.02,0,0,0,0.02,0,0.04,0.6158,0.1079,0.2569,0.38,0.7095,0.8545,0.7834,0.7307,0.5342,0.6025,68.05075,0.870779977,49.476135,26.3096624,0.497173893,0.81366965,0.813143148,0.855392157,0.899830221,0.880285557,0.631832797,0,0.671480144,0.89793578,0.892070994,0.888504575,0.563380282
12,128,0.617982873,0.775927688,0.363463368,0.913837638,0.955627306,0.764667897,0.764842841,0.757857974,0.393480792,37.259011,0.492388202,40.627973,18.12559467,55.682901,0.745618081,21.296125,16.39298893,60.542974,0.742343173,33.141144,21.33302583,74.880952,0.70314319,54.132712,29.33643772,29.759735,0.418648906,21.408183,7.992388202,12.54612546,62.21374,0.756457565,21.771218,40.22140221,87.38574,0.904059041,47.97048,12.54612546,67.403315,0.826568266,16.605166,32.01396973,75.625364,0.763678696,60.186263,34.30066603,56.965231,0.582302569,0.679352997,0.723659335,0.92675401,0.902199474,0.92599253,54.71478463,88.72093,0.763975155,0.844004657,0,0.06,0,0,0.04,0.06,0.06,0.06,0.02,0.04,0.16,0.18,0.16,0.24,0.26,0.02,0.06,0.18,0.38,0.04,0,0.02,0.02,0,0,0,0,0.06,0.02,0.02,0.1,0.06,0.02,0.1,0.02,0,0.02,0,0.02,0.04,0.5458,0.0322,0.2291,0.2864,0.6152,0.8377,0.73,0.7035,0.5037,0.5259,58.553792,0.81024447,58.323632,28.87077998,0.059460263,0.763832384,0.752012226,0.779411765,0.845890411,0.829214717,0.875191689,0.837330754,0.599277978,0.84059633,0.838727675,0.846744831,0.478873239
12,256,0.672692674,0.850142721,0.475737393,0.914898524,0.963883764,0.780673432,0.770663562,0.848661234,0.58556461,35.666191,0.497145576,46.241675,22.02664129,56.053812,0.745756458,22.592251,17.23708487,59.424481,0.73648524,39.211255,24.4695572,77.423168,0.745052386,54.947614,29.33643772,28.871549,0.382492864,19.838249,7.706945766,14.02214022,66.407767,0.78597786,23.98524,42.80442804,85.451197,0.878228782,55.350554,15.49815498,71.143376,0.833948339,19.188192,41.21071013,74.318841,0.763678696,75.552969,37.44053283,59.830668,0.617982873,0.727878211,0.737630839,0.93668726,0.90588832,0.938257943,61.58323632,88.528389,0.797438882,0.87427241,0.32,0.26,0,0,0.42,0.4,0.22,0.26,0.3,0.2,0.8,0.54,0.3,0.36,0.42,0.02,0.08,0.16,0.36,0.24,0,0.14,0.18,0,0,0,0,0.06,0.14,0.1,0.18,0.2,0.02,0.06,0.08,0.06,0.06,0.02,0.12,0.12,0.5642,0.0522,0.2308,0.389,0.6707,0.8465,0.7693,0.7059,0.507,0.5054,64.367816,0.8556461,54.714785,24.21420256,0.294771111,0.783665582,0.777992868,0.781862745,0.851419032,0.862529746,0.889710611,0.854171436,0.613718412,0.871559633,0.870590162,0.868853545,0.352112676
12,512,0.671265461,0.842530923,0.482397716,0.916512915,0.967527675,0.781595941,0.770663562,0.873108265,0.618160652,38.549698,0.538534729,48.430067,23.83444339,59.110914,0.776107011,24.935424,18.19188192,59.656996,0.747555351,40.059963,25.4704797,79.348458,0.745052386,53.084983,30.96623981,31.698801,0.436726927,27.640343,10.27592769,19.55719557,66.542751,0.808118081,27.675277,47.23247232,86.715867,0.896678967,57.195572,15.12915129,74.637681,0.856088561,20.295203,47.72991851,75.75406,0.772991851,80.675204,39.81921979,60.480791,0.627973359,0.754995243,0.742011343,0.93876328,0.905934431,0.943237884,62.74738068,89.779326,0.798603027,0.895227008,0.4,0.32,0,0,0.56,0.52,0.4,0.46,0.32,0.2,0.54,0.42,0.26,0.3,0.3,0.18,0.1,0.26,0.38,0.2,0,0.14,0.32,0,0,0,0,0.04,0.16,0.24,0.06,0.18,0.12,0.04,0.2,0,0.06,0.04,0.1,0.1,0.608,0.1177,0.2496,0.4331,0.6768,0.8481,0.7294,0.7042,0.5183,0.5573,67.625072,0.873108265,53.434226,26.77532014,0.36435409,0.800752644,0.793071829,0.830882353,0.882051282,0.864360242,0.856641108,0.811928094,0.682310469,0.876146789,0.887685298,0.884470948,0.408450704
12,768,0.668411037,0.870599429,0.513796384,0.917389299,0.970756458,0.787730627,0.772991851,0.878928987,0.620488941,41.781811,0.540913416,48.953378,24.40532826,57.476539,0.772601476,26.54059,19.61254613,65.773856,0.778643911,49.114391,32.06642066,82.155272,0.767171129,63.911525,38.88242142,34.657837,0.440057088,27.3549,10.27592769,24.35424354,72.958258,0.841328413,34.317343,50.55350554,85.97786,0.896678967,62.361624,15.49815498,71.691176,0.874538745,20.664207,44.58672875,74.405107,0.769499418,78.696158,42.29305423,61.628168,0.641769743,0.794481446,0.740674137,0.94003271,0.906626089,0.943330106,64.84284051,90.337602,0.806752037,0.911525029,0.06,0.04,0,0,0.12,0.08,0.04,0.06,0.06,0.06,0.02,0.2,0.08,0.16,0.14,0.06,0.02,0.2,0.22,0.02,0,0,0.04,0,0,0,0,0,0,0.06,0.02,0.02,0.04,0,0,0,0.02,0.02,0.02,0,0.6144,0.0783,0.2533,0.3486,0.7222,0.8547,0.7497,0.707,0.5254,0.5554,68.247542,0.864959255,49.825378,23.74854482,0.559839578,0.813873068,0.809679063,0.862745098,0.902777778,0.851546769,0.631832797,0,0.63898917,0.899082569,0.894867441,0.891017579,0.549295775
